time,temp,tmin,tmax,rhum,prcp,snwd,wspd,wpgt,pres,tsun,cldc
10/07/2021,25.3,15.7,31.2,64,0,,5,24.1,1016.6,,1
11/07/2021,23.4,15.5,32.6,75,0,,5.4,24.1,1014.4,,2
12/07/2021,24.9,15.7,33.1,72,2.1,,4.4,18.5,1014,,1
13/07/2021,26.1,16.1,33.3,69,0,,4.4,18.5,1013.5,,1
14/07/2021,27.2,19.5,33.1,67,0,,5.8,24.1,1014.8,,1
15/07/2021,26.6,16.3,32.8,65,0,,5.2,25.9,1013.3,,0
16/07/2021,26,17.7,32.9,69,0,,6.9,31.5,1011.3,,2
17/07/2021,26.7,15.8,33.9,63,0,,6.8,33.3,1009.1,,1
18/07/2021,27.8,18.5,34.3,62,0,,6.8,29.6,1007.3,,1
19/07/2021,26.6,18.2,32.8,76,0,,5.4,24.1,1007.6,,4
20/07/2021,25.2,18.2,30.9,69,0.5,,5.7,24.1,1008,,4
21/07/2021,22.6,16.4,28.8,74,0,,4.8,24.1,1011.2,,2
22/07/2021,22.7,15.2,29.6,67,0,,5.2,22.2,1016.2,,6
23/07/2021,23.6,15.4,28.6,61,0,,4.4,20.4,1015.9,,4
24/07/2021,23.7,16.4,29.6,66,0,,4.1,18.5,1015.7,,5
25/07/2021,23.9,14,30.6,66,0,,4.1,22.2,1017.3,,0
26/07/2021,24.7,13.5,31.7,68,0,,3.5,18.5,1018.5,,0
27/07/2021,27.9,15.4,35.7,64,0,,3,18.5,1017.8,,0
28/07/2021,29.2,17.7,37.8,66,0,,3.3,20.4,1015.3,,1
29/07/2021,28.6,17.6,36.8,68,10.2,,4.8,22.2,1012.4,,2
30/07/2021,27.6,19.3,33.7,63,0,,6.8,27.8,1010.7,,1
31/07/2021,28.2,20.5,36.2,68,0,,4.4,22.2,1009.2,,2
01/08/2021,28.7,18.1,36.4,66,2.9,,3.9,20.4,1010,,1
02/08/2021,30.1,19.8,38.1,61,0,,5.1,29.6,1007.5,,0
03/08/2021,25.4,19.8,31.7,69,0.3,,5.7,25.9,1013.4,,3
04/08/2021,26.3,19.6,33.3,75,0,,5.4,24.1,1013.8,,3
05/08/2021,28.6,17.8,36.7,70,0,,6,25.9,1008.8,,3
06/08/2021,23.3,20,32.7,74,0,,6.3,27.8,1003.4,,6
07/08/2021,23.6,13.5,30.4,62,1.4,,4,20.4,1010.3,,2
08/08/2021,25.2,13.3,33.7,66,0,,4.2,20.4,1015.2,,0
09/08/2021,26.9,15.4,36.3,65,0,,4.6,18.5,1016.1,,1
10/08/2021,26.6,19,34.2,63,0,,5.9,24.1,1016.1,,3
11/08/2021,26.4,17.8,33.8,66,0,,4,18.5,1014.8,,
12/08/2021,24.9,15.8,32.2,68,0,,6.3,22.2,1017.6,,2
13/08/2021,24.2,19.2,30.3,56,0,,7,27.8,1022.5,,4
14/08/2021,23.9,13.5,31.1,62,0,,3.9,18.5,1022.2,,1
15/08/2021,25.7,13.4,34.1,63,0,,2.9,18.5,1017.5,,0
16/08/2021,27.6,14.5,35.8,56,0,,3.9,20.4,1014.1,,0
17/08/2021,27,14.1,36.4,50,0,,4.8,22.2,1010.7,,0
18/08/2021,23.6,18.5,29.4,64,0,,7.2,29.6,1010.6,,4
19/08/2021,20.4,14.1,26.9,75,7.7,,4.2,20.4,1014.4,,5
20/08/2021,21.6,11.4,29.4,69,0,,4.1,18.5,1016.1,,1
21/08/2021,23.2,12.5,31.2,67,0,,3.3,18.5,1017,,3
22/08/2021,23.1,15.2,30.9,70,0,,3.6,18.5,1018.2,,4
23/08/2021,24.3,13.7,31.8,66,0,,4.6,22.2,1017.5,,1
24/08/2021,24,16,31.6,62,0,,5.1,22.2,1015.2,,0
25/08/2021,23.6,14.4,31.5,67,0,,5.7,22.2,1012.4,,3
26/08/2021,20.7,16.8,26.9,75,0.5,,6.3,24.1,1010.6,,5
27/08/2021,22.3,13.5,30.1,73,0,,4.2,20.4,1010,,4
28/08/2021,19.4,16.1,22.1,85,6.5,,6.8,25.9,1012.4,,7
29/08/2021,20.4,16.9,25,87,31.8,,6,25.9,1008.5,,7
30/08/2021,20.6,15.4,26.3,67,1.5,,10.5,31.5,1010.2,,3
31/08/2021,19.8,9.7,27.3,71,0,,4.2,27.8,1014.2,,0
01/09/2021,19.1,10.3,26.8,68,0,,8.8,37,1013.5,,2
02/09/2021,18.7,11.2,24.1,62,0,,5.7,24.1,1017.2,,4
03/09/2021,17.7,11.5,23.7,62,0,,4.6,18.5,1021.5,,5
04/09/2021,18.1,8.4,26,70,0,,3.8,16.7,1017.2,,1
05/09/2021,18.9,9.5,26.1,67,0,,8.4,31.5,1019.6,,3
06/09/2021,17.6,11,23.9,49,0,,7.4,29.6,1025.5,,2
07/09/2021,16.9,6.8,24.4,63,0,,4.6,22.2,1027.3,,1
08/09/2021,16.6,7.4,24.5,60,0,,5.9,25.9,1026,,3
09/09/2021,17.9,6.5,26.3,62,0,,5.1,27.8,1022.5,,3
10/09/2021,17.6,6.8,25.6,69,0,,3.6,16.7,1019.6,,4
11/09/2021,20.1,7.7,28.4,65,0,,3.3,18.5,1017.1,,3
12/09/2021,20.6,9.6,29,64,0,,3.3,16.7,1014.8,,1
13/09/2021,20.7,10.6,29.2,63,0,,4.2,20.4,1014.6,,2
14/09/2021,20.9,10.4,29.5,75,0,,2.8,18.5,1016.3,,2
15/09/2021,21.3,11.5,29.2,73,0.7,,3.6,20.4,1017.6,,2
16/09/2021,21.7,12.1,30.9,72,0,,2.7,16.7,1016.5,,1
17/09/2021,21.3,13.2,29.9,76,0,,2.7,18.5,1012,,5
18/09/2021,21.2,15.3,28,70,0.5,,8.2,33.3,1008.2,,5
19/09/2021,19,10.7,26.8,58,0,,7.4,37,1011.2,,1
20/09/2021,14.8,8.6,21.8,77,0,,5.7,20.4,1012.8,,5
21/09/2021,13.2,9.2,18,80,5.3,,4.4,20.4,1020.6,,7
22/09/2021,12.1,7.3,17.2,66,0,,4.2,18.5,1020.1,,6
23/09/2021,12.2,6.2,17.4,72,0,,3.9,18.5,1019.2,,6
24/09/2021,14.7,4,22.7,68,0,,7.2,35.2,1014.8,,5
25/09/2021,17.1,7.4,25.3,71,0,,2.6,18.5,1018.5,,2
26/09/2021,18.3,8.1,27.5,70,0,,4,18.5,1021.4,,0
27/09/2021,18.7,9.9,26.6,65,0,,5,22.2,1019.4,,1
28/09/2021,14.9,13.3,19.1,79,0.3,,8.4,29.6,1020.8,,8
29/09/2021,14.3,11.1,20.1,70,1.3,,6.6,27.8,1025.4,,8
30/09/2021,14.2,9.2,19.5,63,0,,6.6,25.9,1027.3,,5
01/10/2021,12.1,3.9,18.8,64,0,,5.2,22.2,1028.8,,3
02/10/2021,11.3,1.7,18.7,72,0,,4,22.2,1027,,1
03/10/2021,11.8,1.3,20.2,73,0,,3.6,18.5,1026,,0
04/10/2021,12.3,4.2,20.9,78,0,,3.6,16.7,1025.7,,2
05/10/2021,12.4,4.3,20.4,66,0,,5.2,25.9,1026.8,,1
06/10/2021,12.4,3.2,19,66,0,,7.4,29.6,1027.1,,3
07/10/2021,11.5,9.4,13.8,64,0,,11,37,1026.6,,7
08/10/2021,9.8,8.9,12.2,55,0,,14.1,40.8,1027.5,,8
09/10/2021,9.4,6.6,13,67,6.3,,12,38.9,1027.4,,8
10/10/2021,10.2,7,15.7,45,0,,9.5,35.2,1027.8,,7
11/10/2021,10.6,6.9,15.1,58,0,,8.4,27.8,1021.4,,8
12/10/2021,10.6,8.7,12,89,3.5,,3.8,18.5,1012.9,,8
13/10/2021,9.8,8.4,10.6,96,5.2,,4.4,14.8,1013.4,,8
14/10/2021,8.2,6.9,9.6,95,6.6,1,6.8,22.2,1022.1,,8
15/10/2021,9,6.9,10,92,21.6,,10.6,33.3,1021.4,,8
16/10/2021,10,9.7,10.9,92,5.4,1,11.1,33.3,1015.8,,8
17/10/2021,10.3,8.5,13.4,92,16.6,,3.8,20.4,1021.3,,7
18/10/2021,10.7,4.4,14.1,90,0,,3.9,14.8,1023.6,,5
19/10/2021,11.4,5.2,17.2,81,0,,2.2,13,1028.2,,5
20/10/2021,10.7,1.1,18.8,83,0,,4,22.2,1027.8,,0
21/10/2021,12.4,1.8,20.4,80,0,,5.1,24.1,1019,,0
22/10/2021,14.9,6.4,23.3,76,0,,7.6,24.1,1016.1,,3
23/10/2021,15.5,9.4,20.9,76,0,,4.5,20.4,1018.8,,6
24/10/2021,11.9,9.3,16.4,59,0,,5.6,24.1,1028.8,,6
25/10/2021,6.8,0.2,12.5,65,0,,5.4,20.4,1033.8,,2
26/10/2021,6.5,-1.7,14.1,78,0,,4.5,18.5,1029.4,,3
27/10/2021,8.3,-1.3,16.5,80,0,,2.7,14.8,1027,,0
28/10/2021,9,-1.2,17.9,77,0,,2.1,14.8,1028.3,,0
29/10/2021,8.7,-0.8,17.6,80,0,,2.7,16.7,1027.3,,0
30/10/2021,8.9,1.6,14.5,90,0,,3.6,18.5,1027.3,,5
31/10/2021,10.1,5.5,15.2,76,0,,3.6,14.8,1023.8,,6
01/11/2021,10,5.9,13.9,84,0,,4.5,14.8,1016.6,,8
02/11/2021,9.6,4.6,11.1,95,0,,5,18.5,1009.1,,8
03/11/2021,11.1,6.6,17.8,86,0.1,,9.2,27.8,1014.2,,4
04/11/2021,11.7,6.3,20.1,87,0,,4.1,14.8,1016.7,,2
05/11/2021,15,6.4,24.5,82,0,,2.7,13,1016.4,,3
06/11/2021,12.6,7.4,18.5,78,0,,6.4,24.1,1025,,3
07/11/2021,11.3,5.7,15.1,80,0,,5.1,14.8,1023.9,,6
08/11/2021,12,8,18.5,82,0,,5.7,18.5,1016.6,,5
09/11/2021,6.6,1.2,12.4,91,1.6,2,9.2,33.3,1027.3,,7
10/11/2021,4.2,-0.3,8.8,81,17.9,,5.2,18.5,1038.6,,0
11/11/2021,4.6,-3.6,12.1,83,0,,3.3,14.8,1032.3,,1
12/11/2021,5.4,-3.2,13.7,85,0,,2,11.1,1024.3,,1
13/11/2021,5.5,-1.1,10.2,89,0,,5.7,16.7,1023.8,,4
14/11/2021,9,6.5,13.6,83,0,,4.2,13,1023.3,,8
15/11/2021,8.3,5,12.5,82,0,,6.8,27.8,1028.1,,7
16/11/2021,6.1,4,10.3,75,0,,9.8,29.6,1032,,7
17/11/2021,5.7,-1.8,10.3,75,0,,4,18.5,1026.2,,6
18/11/2021,7.2,-0.6,12.1,76,0,,4.6,22.2,1024.3,,5
19/11/2021,8.2,2.8,11.7,75,0,,5.1,22.2,1022.8,,7
20/11/2021,9.7,5.2,16.8,75,0,,6.3,20.4,1018.4,,3
21/11/2021,6.9,-1.1,14,87,0,,4.5,22.2,1016.2,,0
22/11/2021,7.4,0.1,14.1,82,0,,5.1,16.7,1013.9,,2
23/11/2021,6.9,4.3,8.6,81,0.2,,6,22.2,1020.5,,8
24/11/2021,2.8,-2.7,8.3,87,0.4,,3,16.7,1027.8,,2
25/11/2021,2.3,-4.4,10.4,82,0,,3.6,14.8,1023.1,,1
26/11/2021,2.9,-5.1,7.2,86,0,,4.4,22.2,1009.8,,4
27/11/2021,6.9,-1,15.7,85,0.1,,4.8,20.4,1003.4,,4
28/11/2021,7.9,-0.3,16.6,86,0,,4,16.7,1002.3,,4
29/11/2021,7.6,5,10.1,91,2.4,,7.4,27.8,995.7,,6
30/11/2021,3,0.3,6.8,89,5.3,,6.8,25.9,1004.1,,6
01/12/2021,4.6,0.3,10,71,1.8,,9.9,33.3,1009.4,,3
02/12/2021,5.2,0.1,12.2,78,0,,4.5,18.5,1009.1,,2
03/12/2021,5.5,-2.6,11.6,83,0,,3,18.5,1007,,5
04/12/2021,2.1,0.2,8.9,88,4.7,,7.5,29.6,1014.1,,8
05/12/2021,2.1,2,3.1,93,0.7,,4.5,14.8,1011.1,,8
06/12/2021,2.4,0.9,3.9,98,0,,4.6,16.7,1007.8,,8
07/12/2021,3.6,2.3,4.8,98,0,,4.4,18.5,1004.7,,8
08/12/2021,3.9,3,5.3,95,12.6,,6.6,20.4,1007.8,,8
09/12/2021,1.7,-3.1,4.2,93,2.3,,6.3,22.2,1013,,6
10/12/2021,5.5,2.5,6.9,98,0,,6.2,24.1,1007.6,,8
11/12/2021,6.6,4.2,8.3,97,4.5,,8.6,33.3,1010,,8
12/12/2021,9.1,5.9,12.8,86,6.1,,10,40.8,1010.2,,7
13/12/2021,3.3,2,5.9,92,0.5,,6.3,24.1,1019.7,,8
14/12/2021,3.1,2.4,4.1,89,0.7,,3.8,13,1024.5,,8
15/12/2021,4.1,2.3,5.8,90,0,,3,13,1025.2,,8
16/12/2021,2.9,-0.6,5.1,92,0,,5,14.8,1026.1,,8
17/12/2021,3.1,1.6,4.4,92,0.2,,3.9,16.7,1021.5,,8
18/12/2021,2.4,-1.8,6.3,84,0.3,,2.7,13,1023.9,,7
19/12/2021,1.5,-2.5,6,86,0,,9,27.8,1016.6,,3
20/12/2021,0.7,-1.5,3.6,92,0,,6.3,18.5,1010.1,,6
21/12/2021,-2.3,-6.6,0.3,80,1,,5.9,22.2,1020.6,,2
22/12/2021,-3.8,-11.1,0.5,80,0,,4,16.7,1028.2,,3
23/12/2021,-3.8,-9.9,0.4,77,0,,4.5,13,1028,,3
24/12/2021,1.8,-7.5,5.3,75,0,,9.3,35.2,1013.2,,4
25/12/2021,8.4,2.9,14.3,69,0,,9.3,27.8,1009.2,,4
26/12/2021,0.4,-0.7,8.9,90,0,,10,29.6,1014.2,,8
27/12/2021,-0.6,-0.9,0,95,3.4,,11,31.5,1015.1,,8
28/12/2021,-0.2,-0.6,0.3,96,5.8,,4.2,13,1013.9,,8
29/12/2021,-0.9,-2,-0.5,94,0.1,,5.6,14.8,1013.4,,8
30/12/2021,0.9,-0.9,1.7,96,7,,5.1,16.7,1019.1,,8
31/12/2021,2.8,0.7,4.2,96,0.4,,8,24.1,1021.8,,8
01/01/2022,6.8,2.4,12.8,92,0,,4.8,18.5,1017.5,,6
02/01/2022,5.6,-0.6,10,88,0,,5.1,20.4,1023.4,,2
03/01/2022,7.4,-0.3,10.9,88,0,,7.6,25.9,1013.7,,7
04/01/2022,7.2,0.2,13.3,76,0,,6.8,22.2,1012.1,,3
05/01/2022,7.5,0.8,15.6,85,0,,5.9,25.9,1006.9,,1
06/01/2022,8.1,-0.4,15.4,80,0,,7.4,22.2,1008.2,,3
07/01/2022,3,1.7,8.8,79,0.4,,7.5,27.8,1021.4,,8
08/01/2022,1.3,-0.1,2.3,89,2.9,,8.2,27.8,1019.4,,8
09/01/2022,4.5,2.3,5.4,97,1.6,,3.8,20.4,1007.5,,8
10/01/2022,3.8,2.8,5.4,89,0.4,,13.8,51.8,1008.9,,8
11/01/2022,-0.4,-1.4,3,75,1,,15.4,48.2,1022,,8
12/01/2022,-2.6,-3.7,-1,67,0,,7.7,25.9,1031.5,,7
13/01/2022,-2.9,-8.8,0.5,84,0,,6.4,24.1,1034.4,,5
14/01/2022,0.3,-4.8,6.5,79,0,,10.5,31.5,1021.2,,2
15/01/2022,2.6,-3.1,9.5,65,0,,5.6,25.9,1021,,1
16/01/2022,-0.7,-9.2,5.5,78,0,,4.2,20.4,1026.5,,0
17/01/2022,3,-3.7,9.3,71,0,,12.5,38.9,1015.3,,2
18/01/2022,1.8,-4.2,6.7,49,0,,9.2,33.3,1022.2,,3
19/01/2022,0.2,-8.4,5.3,60,0,,6.8,24.1,1029.8,,1
20/01/2022,2.5,-4.6,8.5,61,0,,11.1,37,1018.1,,1
21/01/2022,2.2,-0.4,6.5,55,0,,6.9,25.9,1016.1,,6
22/01/2022,-2.2,-8.5,4,60,0,,5.7,20.4,1017.5,,2
23/01/2022,-3.3,-10.7,0.7,68,0,,5.4,14.8,1022.6,,4
24/01/2022,-2.8,-10,1.9,56,0,,4.5,20.4,1031.4,,4
25/01/2022,-2.9,-10.1,2.3,56,0,,4.4,20.4,1029.7,,3
26/01/2022,-1.6,-8.5,2.3,62,0,,4.8,18.5,1024.2,,7
27/01/2022,1.4,-6.7,9.1,65,0,,7.2,25.9,1022.9,,3
28/01/2022,2.6,-3.1,10.6,64,0,,7.4,25.9,1016.3,,4
29/01/2022,1.7,-5.6,8.6,69,0,,4.5,16.7,1021.8,,2
30/01/2022,2.4,-6.8,11,64,0,,9.9,33.3,1012.6,,3
31/01/2022,4.4,0.2,9.8,52,0,,9.5,31.5,1009.3,,4
01/02/2022,1.6,-3.2,7.2,58,0,,5.4,24.1,1008.1,,7
02/02/2022,1.8,-3.5,6.1,74,0,,6.3,22.2,1007.9,,7
03/02/2022,2.2,-6.4,10.2,69,0,,3.9,16.7,1015.3,,6
04/02/2022,1.7,-8.1,8.1,62,0,,5.2,24.1,1021.3,,3
05/02/2022,4.4,-3.9,12.3,57,0,,6.2,25.9,1016.7,,2
06/02/2022,4.6,-5.4,11.3,62,0,,6.6,27.8,1021,,1
07/02/2022,3.7,-4.2,8.4,72,0,,5.7,20.4,1007.7,,6
08/02/2022,4.3,1.8,9.5,66,1.1,,7.5,24.1,1014.8,,5
09/02/2022,4.6,-4.3,13.6,53,0,,5.7,22.2,1024.2,,3
10/02/2022,5.5,-5.6,13.5,72,0,,5.2,24.1,1026.9,,0
11/02/2022,6.3,-2,15.5,76,0,,6.4,25.9,1021.1,,1
12/02/2022,3.4,-3,9,73,0,,6.3,31.5,1028.2,,3
13/02/2022,1.6,-2,7.3,62,0,,7.8,25.9,1034.2,,5
14/02/2022,1.7,-6.2,7.7,74,0,,2.8,13,1026.2,,4
15/02/2022,4.1,-6.3,12.6,74,0,,3.3,18.5,1021.8,,2
16/02/2022,7.1,-3.9,16.4,73,0,,3.3,14.8,1017.7,,3
17/02/2022,8.8,1.6,15.2,73,0,,8.9,33.3,1008.3,,3
18/02/2022,8.6,1.9,13.7,50,0,,10.8,38.9,1010.5,,3
19/02/2022,8.6,-3.1,17.8,53,0,,6.2,27.8,1016.7,,2
20/02/2022,6.8,2.2,11.5,73,0,,5.9,25.9,1018,,6
21/02/2022,6.1,-0.2,14.4,80,0.8,,6.2,20.4,1012.2,,3
22/02/2022,7.8,0,12.9,76,0,,4.2,18.5,1007.2,,6
23/02/2022,7.2,4.1,11.1,79,0.6,,4.2,20.4,1019.4,,7
24/02/2022,5.7,-1,11.7,71,2.9,,5.1,20.4,1023.8,,5
25/02/2022,4.9,-5.6,12.5,68,0,,6,29.6,1019.6,,0
26/02/2022,5.6,-3.3,11.2,63,0,,11.4,35.2,1023.2,,5
27/02/2022,5.9,3.2,8.4,46,0,,16.2,42.6,1027.1,,8
28/02/2022,2.1,0.7,6.6,65,0,,10.2,38.9,1025.3,,8
01/03/2022,0.8,-0.9,2.4,91,0.4,,3.5,16.7,1026.3,,8
02/03/2022,2.1,-0.8,7.7,88,9.1,,4.4,16.7,1019.6,,7
03/03/2022,3.8,-1.2,9.1,77,1.1,,4.2,18.5,1013.8,,6
04/03/2022,3.2,1.9,8.6,74,0,,6.8,22.2,1015.1,,7
05/03/2022,2.3,-0.7,6.3,72,0,,8.6,27.8,1019.1,,6
06/03/2022,0.9,-2.3,4.7,67,0,,11.2,37,1021.5,,5
07/03/2022,1.1,-1.6,3.6,81,2.6,,5.8,18.5,1017.5,,8
08/03/2022,0.6,-1.8,5.7,76,1.6,,6.8,29.6,1018,,6
09/03/2022,-1.1,-5.2,2.8,82,0.9,,5.6,24.1,1020.1,,6
10/03/2022,-1.2,-6.8,3.9,70,0.9,,7,29.6,1025.3,,4
11/03/2022,-2.1,-9.5,2.3,52,0.2,,7.8,27.8,1029.1,,5
12/03/2022,-0.7,-8.4,5.3,60,0.4,,4.6,24.1,1030.9,,4
13/03/2022,2.2,-3.8,7.1,53,0,,5,20.4,1028.9,,6
14/03/2022,3.8,-2.6,9.4,59,0,,4.5,18.5,1035.4,,5
15/03/2022,5.4,-4.2,13.1,53,0,,5.7,24.1,1033.5,,4
16/03/2022,3.2,-2.7,7.2,67,0,,4.6,22.2,1025.9,,8
17/03/2022,2.2,0.8,6.4,48,0,,12.2,38.9,1033.3,,7
18/03/2022,1.4,-2.2,8,38,0,,8,29.6,1040.9,,4
19/03/2022,0.3,-8.4,6.4,53,0,,8.4,33.3,1042.5,,2
20/03/2022,3.2,-7.7,10.1,42,0,,8.2,33.3,1041,,2
21/03/2022,6.8,-6.8,13.6,37,0,,8.6,31.5,1036,,3
22/03/2022,10.2,0,17.4,38,0,,12.3,50,1031.1,,1
23/03/2022,7.8,-3.2,16.7,50,0,,6.8,29.6,1030,,0
24/03/2022,12,-2.4,22.1,40,0,,7.4,29.6,1020.6,,0
25/03/2022,7.2,3.8,16.3,41,0,,10.5,29.6,1021.8,,2
26/03/2022,9.8,-1.5,17.4,47,0,,10,40.8,1026.2,,0
27/03/2022,11.7,4.1,19.7,42,0,,8.8,29.6,1023.1,,2
28/03/2022,10.6,1.3,18.9,34,0,,6.1,29.6,1026.7,,0
29/03/2022,14,2.9,22.6,45,0,,8,38.9,1013.3,,5
30/03/2022,14.6,3.7,23.3,52,0,,8.6,37,1007.4,,4
31/03/2022,16,5.7,21.2,55,0,,6.2,24.1,1002.7,,8
01/04/2022,17.3,11.8,27.2,58,0,1,11.4,38.9,997.2,,4
02/04/2022,13.9,10.7,19.9,67,9.7,,14.5,50,998.8,,6
03/04/2022,8.3,4.2,14,55,0,,15.4,55.5,1006,,3
04/04/2022,6.2,-1.1,11,60,0,,7.8,31.5,1018.6,,5
05/04/2022,9.5,-0.4,16.8,52,0,,9.9,38.9,1012.5,,0
06/04/2022,12.9,-0.8,21.4,54,0,,5,24.1,1011.7,,0
07/04/2022,10.1,1.7,19.9,76,0,,5.9,27.8,1003.4,,5
08/04/2022,15.6,6.7,23.4,63,3.3,,9.5,40.8,1002.2,,6
09/04/2022,17,4.5,24.6,61,0,,8.2,38.9,1003.3,,4
10/04/2022,8.3,5.5,14.3,83,0.1,1,7.4,25.9,1006.3,,7
11/04/2022,8.1,3.9,13.8,71,16.6,,6.9,25.9,1015.1,,6
12/04/2022,8.1,-2.7,14.8,60,0.1,,5.9,31.5,1020.2,,2
13/04/2022,10.3,-0.8,16.3,58,0,,5,25.9,1020.8,,2
14/04/2022,12.9,0,20.7,60,0,,5.3,25.9,1021.5,,4
15/04/2022,15.1,1.7,23.5,64,0,,3.6,25.9,1019,,4
16/04/2022,14.8,4.3,21.3,69,0,,6.5,25.9,1014,,5
17/04/2022,5.7,3.1,15.9,78,2.9,,13.8,48.2,1018.1,,8
18/04/2022,7.3,3,10.5,62,6.5,,5,22.2,1014.7,,7
19/04/2022,5,2.9,7.7,89,0.2,,4.6,20.4,1014.1,,7
20/04/2022,7.9,-1,14,73,22.6,,5.4,24.1,1013.8,,
21/04/2022,9.2,2.6,16.8,71,0,,9.9,31.5,1014.6,,
22/04/2022,11.1,2.1,17.4,86,0,,4.4,22.2,1012.5,,
23/04/2022,14,6.1,21.5,75,1.3,,7.9,35.2,1006.5,,
24/04/2022,16.2,4.3,24.9,71,0,,4.7,22.2,1010.2,,
25/04/2022,17.3,8.6,25.5,64,2.8,,7.1,31.5,1007.5,,
26/04/2022,17.1,4.9,24.8,63,0,,4.5,24.1,1012.5,,
27/04/2022,17.1,7.4,24.7,63,0,,8.4,29.6,1015.9,,
28/04/2022,13.9,11.8,19.8,88,8.4,,7,25.9,1018.9,,8
29/04/2022,13.1,7.9,17.7,81,1.1,,7.8,31.5,1022.3,,7
30/04/2022,12.8,5.8,19.2,72,0,,6.6,25.9,1022.8,,
01/05/2022,14,3,21.1,67,0,,5.3,22.2,1021.4,,
02/05/2022,13.9,3.5,20.7,57,0,,7.2,31.5,1018.3,,
03/05/2022,12.9,6.3,18.9,69,0,,6.1,18.5,1016.2,,8
04/05/2022,14.3,7.8,22.1,72,0,,7.1,20.4,1016.5,,
05/05/2022,15.4,5.3,22.1,70,0,,4.9,25.9,1021.4,,4
06/05/2022,15.2,5.2,22.3,58,0,,5.6,25.9,1023.8,,
07/05/2022,14.3,3.4,21.6,61,0,,5.7,24.1,1023.1,,
08/05/2022,13.9,5.1,22.7,64,0,,6,24.1,1022.6,,
09/05/2022,15.9,5,23.9,67,0,,5,20.4,1022.2,,
10/05/2022,15.4,9.5,21.3,80,0.2,,5.4,22.2,1021.5,,6
11/05/2022,18,6.8,26.2,72,1.4,,4.7,22.2,1018.7,,3
12/05/2022,21.1,6.9,28.9,62,0,,6.6,29.6,1018.4,,
13/05/2022,23.1,9,31.4,58,0,,3.8,24.1,1015.7,,
14/05/2022,22.2,14,29.3,67,0,,5,22.2,1013,,5
15/05/2022,20.1,16.8,25.7,59,0,,7,25.9,1017,,5
16/05/2022,20.8,12.1,27.7,71,0,,4.7,20.4,1018,,
17/05/2022,22.1,10.4,30.1,64,0,,4.4,22.2,1014.4,,
18/05/2022,13.6,10.2,22.6,81,25.8,,7.8,35.2,1017.7,,6
19/05/2022,15.9,4.5,22.5,68,0.6,,6.2,24.1,1026.7,,
20/05/2022,19.5,5.5,26.8,64,0,,6.5,29.6,1023.6,,
21/05/2022,22.1,7.9,29.5,59,0,,7.7,33.3,1014.5,,
22/05/2022,20.6,11.7,27.4,60,0,,6.5,27.8,1008.6,,
23/05/2022,17.3,9.2,23.8,62,0,,6.3,22.2,1010,,5
24/05/2022,17.4,11.2,23.7,72,0.2,,7.2,25.9,1012.5,,5
25/05/2022,20,9.6,27.9,74,0.4,,4.1,20.4,1015.5,,
26/05/2022,23.2,13.1,30.8,65,0.1,,7.5,25.9,1015.8,,
27/05/2022,22.8,13.5,28.3,66,0,,5.3,24.1,1017.4,,
28/05/2022,20.8,11.4,29.4,79,0,,4,27.8,1010.6,,
29/05/2022,18.4,15.6,22.7,86,19.2,,10.5,27.8,1010.8,,7
30/05/2022,20.2,15.7,26,82,0.1,,6.5,24.1,1010,,
31/05/2022,21.3,13.3,30.1,82,0,,4.9,20.4,1014.8,,
01/06/2022,23.1,14.4,29.7,74,3.6,,3.9,22.2,1015.6,,
02/06/2022,24.4,14.1,31.8,71,0,,4.3,22.2,1015.5,,
03/06/2022,23.9,15.1,29.6,68,0,,7.9,,1018.6,,
04/06/2022,24.6,14.1,30.5,70,0,,4.4,,1018.7,,
05/06/2022,24.8,16.6,32.4,69,0,,6.3,,1013.6,,4
06/06/2022,20.3,16.4,25.7,72,2.1,,11.3,,1015.6,,
07/06/2022,20.9,11.4,27.1,68,0,,5.4,,1015,,
08/06/2022,21.1,12.6,27.7,74,0,,5.1,,1011.6,,5
09/06/2022,20.4,12.9,28,80,0,,5.1,,1008.5,,5
10/06/2022,19.9,15.2,26.6,85,3.8,,8.6,,1009.9,,5
11/06/2022,19.6,17.5,22.3,90,1.7,,6.3,,1012.2,,8
12/06/2022,22.4,16.9,30.2,75,0.5,,6.3,,1011.5,,7
13/06/2022,23.6,17.8,30.3,66,0,,5.3,,1012.7,,5
14/06/2022,21.1,14.1,30.1,82,0,,5.9,,1013.6,,
15/06/2022,20.1,15.2,25.6,73,19.1,,4.7,22.2,1019.9,,6
16/06/2022,22.2,12,29.1,72,0,,4.5,20.4,1019.2,,4
17/06/2022,21.9,15.9,30.2,76,0,,5,24.1,1016.4,,6
18/06/2022,20.6,15.4,27.5,71,4.9,,6.3,24.1,1018.6,,5
19/06/2022,22.7,11.5,29.5,64,0,,4.2,18.5,1019,,
20/06/2022,23.8,12.9,31.4,60,0,,4.4,18.5,1013.2,,
21/06/2022,26.8,14,35.3,52,0,,8.2,33.3,1006.2,,
22/06/2022,22.5,11.7,29.8,53,0,,6,31.5,1008.5,,
23/06/2022,21.7,9.4,28.6,62,0,,5.9,24.1,1011.5,,
24/06/2022,23.3,11.5,30.8,61,0,,4.4,24.1,1013.2,,
25/06/2022,24.6,15.9,31.2,59,0,,3.9,20.4,1012.6,,5
26/06/2022,21,15.9,27.6,78,0,,4.8,18.5,1015.1,,6
