time,temp,tmin,tmax,rhum,prcp,snwd,wspd,wpgt,pres,tsun,cldc
27/07/2020,24.3,16.4,31.8,68,0,,6.5,24.1,1013.5,,4
28/07/2020,25.8,14.9,33.2,66,0,,3.5,20.4,1014.5,,0
29/07/2020,27.4,16,34.7,68,0,,3,18.5,1014.9,,1
30/07/2020,28.9,17.8,36.6,63,0,,3.4,20.4,1016.2,,1
31/07/2020,28.8,18.5,36.4,59,0,,5.6,24.1,1012.1,,1
01/08/2020,25.5,18.7,31.5,56,0,,5.9,25.9,1011,,3
02/08/2020,23.7,19.4,29.4,46,0,,10.4,33.3,1013,,4
03/08/2020,24.2,13.5,31.1,53,0,,6.1,25.9,1014,,1
04/08/2020,24.4,16.5,31.4,54,0,,7.8,27.8,1011.8,,1
05/08/2020,24.2,16.1,31.5,52,0,,8.4,33.3,1012.3,,1
06/08/2020,25.9,16.2,33.6,47,0,,10.4,40.8,1014.9,,1
07/08/2020,28.2,17.5,36.4,43,0,,10.2,46.3,1014.7,,2
08/08/2020,29.4,21.6,35.4,39,0,,10.6,42.6,1013.5,,3
09/08/2020,26.9,23.7,31.9,41,0,,10.8,40.8,1014,,2
10/08/2020,25.6,15.5,32.9,49,0,,5.7,22.2,1014.3,,3
11/08/2020,25.3,15.7,33.8,62,0,,4.5,20.4,1014.9,,4
12/08/2020,23.9,19.2,33,70,0.8,,5.2,31.5,1015.1,,6
13/08/2020,24,14.1,30.9,62,0.2,,4.7,24.1,1016.8,,0
14/08/2020,25.7,14.6,33.4,60,0,,4,20.4,1013.6,,3
15/08/2020,24.1,20.4,28,57,0,,6.9,25.9,1013.2,,6
16/08/2020,23.3,19.8,28.8,59,0,,5.2,20.4,1015,,6
17/08/2020,23,12.2,30.7,57,0,,4,20.4,1015.6,,0
18/08/2020,24.1,12.4,32.2,53,0,,4,20.4,1011,,1
19/08/2020,21.4,13.6,29.4,70,0,,5.7,20.4,1006.8,,4
20/08/2020,21.1,15.8,28,82,13.1,,5.2,20.4,1007.9,,4
21/08/2020,25.3,16.4,33.1,65,0.4,,4.5,20.4,1014.6,,2
22/08/2020,26.2,14.8,34.1,67,0,,3.5,18.5,1015.2,,1
23/08/2020,26.4,15.3,34.3,62,0,,4.6,20.4,1012.5,,1
24/08/2020,25.6,18.2,33,62,0,,5.2,24.1,1011.8,,1
25/08/2020,23.3,19,31.1,70,0.2,,6.8,27.8,1011.4,,4
26/08/2020,23.2,16.1,29.6,68,1.4,,4.8,20.4,1014,,4
27/08/2020,24.6,13.1,33.4,60,0,,8,33.3,1011.5,,3
28/08/2020,23.9,11.9,32.6,60,0,,3,20.4,1012,,0
29/08/2020,26.1,13.1,36.5,54,0,,6.1,25.9,1012.5,,0
30/08/2020,25.3,18.3,34.5,61,0,,7,25.9,1014,,1
31/08/2020,25.5,16.5,35.3,66,0,,4.5,18.5,1012.5,,0
01/09/2020,25.7,14.1,35.4,50,0,,6.7,29.6,1007.1,,0
02/09/2020,25.8,16.4,33.1,55,0,,6,20.4,1010.8,,2
03/09/2020,24.7,17.5,30,59,0,,3.5,20.4,1016.1,,7
04/09/2020,18,16,25.5,96,26.4,,6,18.5,1019.5,,8
05/09/2020,21.4,12.3,28.4,71,23.2,,4.2,20.4,1018,,1
06/09/2020,22.1,12.1,29.6,73,0,,3,16.7,1015.5,,0
07/09/2020,23.3,13,31.7,72,0,,4,16.7,1016.3,,0
08/09/2020,21.7,14.1,27.3,68,0,,8.1,31.5,1021.6,,1
09/09/2020,22.3,13,29.2,68,0,,3.2,16.7,1023.9,,0
10/09/2020,22.9,13.3,30.7,74,0,,3.2,16.7,1016.9,,0
11/09/2020,23.1,15.4,29.4,60,0,,8.4,31.5,1016,,0
12/09/2020,23.2,14.3,30,55,0,,7.8,29.6,1019.5,,0
13/09/2020,22.8,12.6,30.2,64,0,,4.4,20.4,1022.6,,2
14/09/2020,23.6,12.9,30.6,63,0,,7,33.3,1025.2,,1
15/09/2020,23.4,17.7,29.6,52,0,,8.5,33.3,1025.3,,0
16/09/2020,22.7,13.6,30.9,62,0,,6.2,25.9,1021.8,,0
17/09/2020,21.1,12.9,30.5,75,0,,3.8,16.7,1016.5,,1
18/09/2020,19.3,13.6,24.3,54,0,,11.2,37,1019.2,,0
19/09/2020,16.6,11.1,22.1,47,0,,7.2,29.6,1024.1,,4
20/09/2020,16.1,5.3,24.8,65,0,,4.5,22.2,1021.2,,2
21/09/2020,17.5,6.2,25.9,70,0,,4.2,20.4,1021.4,,1
22/09/2020,17.8,8.5,26,70,0,,4.8,22.2,1020.6,,0
23/09/2020,19.2,9,27.2,67,0,,4.4,20.4,1015.4,,2
24/09/2020,20.7,12.6,29.3,69,0,,3.2,14.8,1011.4,,3
25/09/2020,21.9,11.1,29.8,70,0,,4.4,20.4,1008.6,,2
26/09/2020,20.2,17.3,25.7,76,0,,8.2,29.6,998.9,,5
27/09/2020,16.1,10.1,23.1,70,1.6,,10.2,37,1008.7,,1
28/09/2020,18.7,7,27.9,69,0,,6.6,29.6,1014.7,,4
29/09/2020,17.4,13.9,23.1,78,1,,8.1,31.5,1009.9,,4
30/09/2020,15.4,9.6,21.9,64,0,,9.2,31.5,1007.5,,4
01/10/2020,14.8,12,17.4,78,0,,8.5,29.6,1006.1,,6
02/10/2020,16.3,6.2,25.1,74,0,,5.7,22.2,1011.6,,1
03/10/2020,17.5,8.6,28.5,73,0,,3.9,18.5,1014.9,,4
04/10/2020,20.6,10.3,29.8,72,0,,6.6,25.9,1014.2,,2
05/10/2020,22.5,17.2,30.3,76,0,,7.7,27.8,1013.9,,4
06/10/2020,20.6,17.3,26.3,78,0,,6.6,24.1,1013.4,,7
07/10/2020,19.4,13,25.3,83,4.3,,5,20.4,1013.1,,6
08/10/2020,16.7,14.7,19.5,90,27.4,,6,22.2,1009.8,,7
09/10/2020,16.9,13.6,17.9,94,10.4,,7,29.6,1015.4,,8
10/10/2020,16.8,14,21.1,92,1.8,,3.3,13,1017.8,,7
11/10/2020,16.1,10.3,23.6,85,0,,4.6,20.4,1015.1,,3
12/10/2020,17.4,9.5,25.3,81,0,,6.9,25.9,1012.8,,3
13/10/2020,14.8,11.4,19.9,86,0,,9.5,37,1005.8,,4
14/10/2020,11.7,6.3,18.5,75,4.3,,6.6,25.9,1014.4,,1
15/10/2020,13.3,4.8,21.9,86,0,,3.5,18.5,1016.8,,3
16/10/2020,16.2,7.9,23.3,83,0,,3.8,13,1011.7,,5
17/10/2020,15.3,13.5,20.3,81,4.7,,8.2,29.6,1011,,5
18/10/2020,10.4,5.9,16.3,78,0,,8.4,27.8,1017.5,,2
19/10/2020,9.6,2.9,16.6,83,0,,3.2,16.7,1024.7,,3
20/10/2020,8.7,1.2,16.5,81,0,,3.9,16.7,1028.7,,1
21/10/2020,10.3,-0.5,18.4,82,0,,4.2,20.4,1027.7,,2
22/10/2020,12.2,2.4,20.5,80,0,,7.2,27.8,1022.9,,2
23/10/2020,13.3,3.7,22.7,79,0,,6.9,25.9,1019.7,,0
24/10/2020,12.7,3.9,19.6,86,0,,4.4,18.5,1015.9,,5
25/10/2020,15.7,10.1,19.2,79,0,,7.1,29.6,1014.4,,8
26/10/2020,13.6,8.8,17.7,92,0.3,,3.6,18.5,1013.8,,6
27/10/2020,11.4,6.6,14.8,96,0,,4.2,14.8,1016.1,,
28/10/2020,13.7,11.7,15.8,91,0,,3.9,18.5,1017.4,,8
29/10/2020,13.9,10.6,18.9,87,0,,6.3,20.4,1016.8,,5
30/10/2020,10.8,9.4,13.1,95,0,1,5.1,16.7,1017.5,,7
31/10/2020,6.9,4.7,9.7,94,4.7,,4.5,24.1,1018.8,,6
01/11/2020,8.7,1.6,15.4,82,3.5,,8.1,25.9,1020.8,,1
02/11/2020,8.7,-0.8,16.4,84,0,,3.3,14.8,1021.5,,2
03/11/2020,10.7,4.9,13.9,87,0,,3.5,13,1020.8,,8
04/11/2020,9.4,4.1,14.4,83,0.3,,7.2,27.8,1026.1,,4
05/11/2020,8.2,-0.4,15.3,86,0,,2.3,14.8,1030.3,,3
06/11/2020,9.5,3.1,13.6,88,0,,5.4,20.4,1031.4,,4
07/11/2020,8.6,2.4,14.2,87,0,,3.5,14.8,1032.8,,3
08/11/2020,7.6,-0.8,14.9,87,0,,4.4,18.5,1029.6,,0
09/11/2020,6.7,2.3,9.8,95,0,,5.1,13,1028.1,,7
10/11/2020,6.9,5.9,7.9,90,0.2,,6.3,20.4,1032.2,,8
11/11/2020,7.6,6.4,9.5,77,0.4,,3.9,18.5,1032.9,,8
12/11/2020,8.6,3.7,11.4,78,0,,3.5,14.8,1029.7,,8
13/11/2020,8.4,6.8,9.8,86,0,,2.8,13,1027.1,,8
14/11/2020,8.9,4.2,10.8,88,0,,2.8,14.8,1026.7,,8
15/11/2020,7.7,1.2,13.9,83,0,,3.6,16.7,1025.1,,2
16/11/2020,5.6,-1.7,12.3,86,0,,3.4,13,1023,,2
17/11/2020,6.9,-0.7,10.3,90,0,,2.7,13,1026.5,,7
18/11/2020,7.1,6,8.6,96,1.1,,8.1,29.6,1032.1,,8
19/11/2020,6.8,4.4,9.1,88,1.2,,3.9,25.9,1031.4,,8
20/11/2020,7.4,5.9,9.2,70,0,,5.7,13,1022.6,,8
21/11/2020,5.1,4.5,6.9,67,0.4,,9.3,31.5,1030.2,,8
22/11/2020,3.7,-2.3,7.7,72,0,,6.2,22.2,1034.5,,4
23/11/2020,4.9,-0.6,11.4,75,0,,7.8,22.2,1027.6,,2
24/11/2020,5.8,0.1,11.2,77,0,,4.5,14.8,1028,,3
25/11/2020,3.9,-4.1,10.6,82,0,,7.1,24.1,1027.9,,0
26/11/2020,2.5,-5.6,10.4,85,0,,4.6,16.7,1025.5,,0
27/11/2020,1.9,-5,11.4,86,0,,6,20.4,1021.9,,1
28/11/2020,-1.1,-2.7,0.8,97,0,,3.3,11.1,1020.1,,8
29/11/2020,1.4,-1.3,3.1,95,0,,3.3,13,1020.9,,8
30/11/2020,0.7,0.2,2.1,98,6.6,1,3.9,13,1024.8,,8
01/12/2020,0.7,-1.6,4,93,7.5,1,4.5,14.8,1026,,6
02/12/2020,0.3,-2,3.8,91,0,1,3.5,13,1026,,7
03/12/2020,1.6,-2.4,3.3,89,0,,4,16.7,1023.4,,8
04/12/2020,7.4,0.8,12.3,92,0,,8.5,25.9,1018.4,,7
05/12/2020,9.1,8.3,11,92,0,,12.2,35.2,1021,,8
06/12/2020,3.2,2.7,8.7,95,0.1,,13.2,37,1024.5,,8
07/12/2020,-0.4,-1.6,2.7,92,0,,17,42.6,1021.2,,8
08/12/2020,-0.4,-1.9,0.5,94,9.4,1,11.4,38.9,1019,,8
09/12/2020,-0.8,-1.9,-0.2,96,15.8,,11.7,40.8,1020.4,,8
10/12/2020,2.2,-0.2,4.3,99,10.3,,8,42.6,1010.8,,8
11/12/2020,3.8,2.1,5.7,99,6,,5.1,20.4,1008.6,,8
12/12/2020,3.5,2.4,4.1,98,1.9,2,13.2,40.8,1006.1,,8
13/12/2020,4.6,3.9,5,99,17.1,,4.5,27.8,1009.1,,8
14/12/2020,5.5,4.5,7.3,94,0.4,,3.9,11.1,1016.2,,8
15/12/2020,5.3,2.2,8.2,89,0,,4.6,11.1,1023.9,,8
16/12/2020,5.1,4.1,5.6,86,0,,4.2,14.8,1027.4,,8
17/12/2020,3.7,3.2,4.7,88,0,,3.5,14.8,1028,,8
18/12/2020,3.2,2.5,3.9,92,0,,3.9,14.8,1029.5,,8
19/12/2020,3.2,2.4,3.5,88,0,,3.2,11.1,1031,,8
20/12/2020,3.2,2.4,4.3,88,0,,3.8,14.8,1031.5,,8
21/12/2020,2.7,1.9,3.4,91,0,,4.2,14.8,1031.8,,8
22/12/2020,2.9,1.8,4.1,92,0.4,,2.6,11.1,1028.9,,8
23/12/2020,4,1.3,6.1,86,0.1,,7.4,22.2,1022.5,,8
24/12/2020,4.8,1.3,8.1,94,0,,4.5,16.7,1016.4,,7
25/12/2020,6.6,-0.2,10.4,93,0,,4.6,18.5,1010.3,,7
26/12/2020,3.8,0.7,7.6,90,0.1,1,11.7,33.3,1016.2,,8
27/12/2020,2.1,0.6,2.6,96,9,,15.8,40.8,1021.3,,8
28/12/2020,8.3,2.6,15.4,91,2.6,,7.2,42.6,1008.7,,5
29/12/2020,6.1,-0.6,13.5,90,0,,4.5,13,1009.1,,2
30/12/2020,4.9,-0.7,12.6,92,0,,3.3,13,1012,,4
31/12/2020,6.3,-1.5,13.9,92,0,,4,14.8,1009.3,,3
01/01/2021,6.1,2.2,10.4,84,1,,9.3,29.6,1013.8,,2
02/01/2021,3.3,-4.5,10,88,0,,4.6,18.5,1022.8,,0
03/01/2021,7.1,0.6,10,97,0,,6.3,22.2,1020.4,,8
04/01/2021,8.6,6.2,10.8,98,0.4,,9.5,40.8,1015.8,,8
05/01/2021,7.9,6.7,9.8,89,9.1,,12.6,38.9,1010.4,,6
06/01/2021,4.8,-1.9,12,88,0.5,,4.4,16.7,1017.6,,2
07/01/2021,6.2,0.9,9.8,91,1.1,,8.3,27.8,1013.7,,6
08/01/2021,2.8,0.4,5.7,95,2.5,,6.9,25.9,1014.1,,8
09/01/2021,1.8,-1.5,3.3,94,18.1,,3.8,16.7,1019.5,,8
10/01/2021,0.8,-0.8,2.2,98,2.9,1,7.5,33.3,1022.7,,8
11/01/2021,0,0.1,0.6,98,19.5,1,16,42.6,1020.1,,8
12/01/2021,0.7,0.2,1.5,97,6.2,,10.6,33.3,1015.5,,8
13/01/2021,0.5,0,1.1,97,7.8,5,6,25.9,1008.3,,8
14/01/2021,-1.1,-6.7,2.3,87,0,4,6,22.2,1009.1,,4
15/01/2021,-2.1,-7.9,2.9,84,0,4,6.8,22.2,1013.7,,1
16/01/2021,-3.9,-8.1,-2.2,84,0,,6.8,24.1,1015.9,,7
17/01/2021,-5.4,-7.8,-2,74,0.1,4,5.2,14.8,1017.8,,5
18/01/2021,-6.6,-10.5,-2.9,82,0,4,6.8,24.1,1021,,2
19/01/2021,-6.7,-12.1,-2.5,82,0,4,5.2,20.4,1024.5,,3
20/01/2021,-0.4,-6.8,4.9,78,0,4,8.6,24.1,1021.9,,4
21/01/2021,2.8,-3.7,8.8,80,0,4,7.1,22.2,1022,,3
22/01/2021,3.8,-4.1,8.1,84,0,1,4.4,16.7,1017.8,,5
23/01/2021,4.9,-2.6,13.7,84,0,,2.7,13,1010.4,,5
24/01/2021,5.7,1.2,12.8,88,0.5,,5.2,20.4,1004,,6
25/01/2021,3.6,0.3,6.7,88,0.8,,9.5,44.5,1000,,6
26/01/2021,1.1,-1.5,2.9,91,2.6,1,2.4,18.5,1006.9,,7
27/01/2021,0.1,-0.4,0.5,95,17.9,,5.9,20.4,1008.2,,8
28/01/2021,-0.5,-2,2.4,81,1.2,6,8,24.1,1009.2,,6
29/01/2021,-0.2,-7.3,2.8,88,0,4,7.4,25.9,1006,,6
30/01/2021,3.1,-1.1,7.1,92,0,2,4.6,20.4,999.8,,5
31/01/2021,2.2,-1,4.5,88,0,,10.6,33.3,1004.6,,
01/02/2021,1.6,-0.1,3.3,94,1.6,,8.1,46.3,1004.4,,
02/02/2021,2.8,0.7,4.9,94,0.1,,5.7,14.8,1013.6,,
03/02/2021,4.2,3.3,5.7,98,0,,10.6,29.6,1016.1,,
04/02/2021,7.3,1.9,14.5,87,0,,12.8,42.6,1012.5,,
05/02/2021,5.7,-0.7,10.7,82,0,,6,25.9,1018.6,,
06/02/2021,2.6,-1.2,6.1,99,0,,6.4,20.4,1016.4,,5
07/02/2021,0.8,0.2,3.2,97,0,,9.2,27.8,1015.5,,
08/02/2021,4.4,0.6,6.6,99,0,,6.8,27.8,1003.7,,
09/02/2021,9.1,3.9,16.4,82,0.7,,9.7,42.6,1005.1,,
10/02/2021,9.3,5.5,16.4,77,0.2,,8.2,29.6,1006.7,,
11/02/2021,8.7,5.2,14.7,82,0.2,,8.6,25.9,1003.9,,
12/02/2021,-1.9,-3.7,6.5,79,5.9,,11.3,29.6,1017,,
13/02/2021,-3.6,-12.9,-0.6,49,0.6,2,6.9,25.9,1028,,
14/02/2021,-2.1,-9.6,1.9,51,0,,4.4,18.5,1031.1,,
15/02/2021,-0.4,-7.2,4.9,62,0,,5.7,20.4,1030.4,,
16/02/2021,-3,-3.9,-0.2,64,0,,6,22.2,1029.8,,
17/02/2021,-0.7,-11.2,4.8,67,0,,7.8,27.8,1021.9,,4
18/02/2021,2.4,-0.9,7.5,78,1.9,,6.1,27.8,1018.8,,7
19/02/2021,-3.2,-4.3,3.2,61,0,,9.4,33.3,1030.4,,
20/02/2021,1.9,-5.4,2.9,76,0,,4,18.5,1028.3,,
21/02/2021,3.5,0.2,8.5,82,0.5,,7.8,25.9,1032.1,,
22/02/2021,2.7,0.3,7.9,90,0,,9.6,24.1,1030.7,,3
23/02/2021,2.6,-5,12.2,87,0,,3.5,14.8,1031.7,,2
24/02/2021,2.5,-3.1,10.3,88,0,,3.9,16.7,1036.3,,3
25/02/2021,8.3,-2.6,18.5,78,0,,4.5,20.4,1034.3,,2
26/02/2021,11.8,2.5,21.4,70,0,,8.1,27.8,1026.8,,0
27/02/2021,8.3,0.2,16.2,78,0,,10.2,38.9,1021.4,,2
28/02/2021,6.5,2.9,12.9,74,3.8,,6.6,27.8,1029,,4
01/03/2021,4.3,-1.8,6.2,87,0.2,,4.4,16.7,1029.5,,7
02/03/2021,6.8,3.2,12.9,72,1,,7.7,27.8,1032.5,,5
03/03/2021,6.2,-2.8,14,75,0,,4.5,22.2,1030,,0
04/03/2021,8.1,-3.1,15.8,74,0,,6.2,33.3,1020.5,,4
05/03/2021,10.3,-1.9,18.9,51,0,,9.9,33.3,1013.1,,2
06/03/2021,2.3,0,13.1,78,0,,9.5,37,1024.3,,8
07/03/2021,3.1,-4.2,8.8,69,3.1,,5.9,29.6,1027.3,,4
08/03/2021,4.3,-4.6,11.7,63,0,,6.4,27.8,1016.2,,1
09/03/2021,3.5,-1.8,8.2,58,0,,11.2,33.3,1020.4,,4
10/03/2021,0.1,-0.1,3.9,95,4.5,2,13.1,38.9,1018.8,,8
11/03/2021,-0.6,-3.1,3.4,79,22.9,12,9.6,35.2,1023.5,,6
12/03/2021,1.1,-4.9,5.8,78,0,7,6.2,25.9,1019.6,,5
13/03/2021,4.2,-1.8,9.3,89,0,,4.6,18.5,1016.1,,4
14/03/2021,7.4,-1.2,16.7,82,0.7,,3.8,18.5,1011.5,,
15/03/2021,6.6,0.7,11.2,93,0,,9.9,31.5,1000.8,,7
16/03/2021,5.4,4.7,7.4,97,7.9,2,6.6,25.9,998.2,,8
17/03/2021,5.1,4.1,7.9,94,26.4,1,4.4,22.2,1001.7,,8
18/03/2021,4.9,2.7,8.5,86,8.4,,6.4,20.4,1010.8,,8
19/03/2021,3.5,0.7,8.7,83,7.2,,7.3,27.8,1014.6,,6
20/03/2021,3.4,-3.8,9.2,78,0.2,,5.7,20.4,1019.7,,6
21/03/2021,4.3,1.1,8,65,0,,8.2,25.9,1017.7,,8
22/03/2021,1.8,0.2,5.2,93,5.3,,6.3,25.9,1008.6,,8
23/03/2021,3.2,-1.5,7.6,82,3,,6.2,27.8,1014,,6
24/03/2021,1.4,-0.2,4.9,72,0.4,,7.2,31.5,1016.4,,7
25/03/2021,3.8,-0.5,7.4,74,1.4,,5.7,22.2,1020.3,,8
26/03/2021,6.8,-2.4,13.8,60,0,,4.2,22.2,1023.3,,2
27/03/2021,8.4,-3.2,17,65,0,,5.4,27.8,1025.6,,0
28/03/2021,10.9,-1.4,20.5,64,0,,7.8,35.2,1026,,4
29/03/2021,9.4,-0.7,16.5,53,0,,6.6,25.9,1030.5,,3
30/03/2021,8.9,-1.7,15.7,60,0,,6,25.9,1030.7,,2
31/03/2021,10.1,-0.1,15.7,62,0,,3.8,20.4,1027.7,,4
01/04/2021,10.4,0.3,16.9,54,0,,5.7,20.4,1020.1,,2
02/04/2021,13.1,5.8,22.4,57,0,,10.8,35.2,1010.2,,5
03/04/2021,9.2,5.2,13.5,68,0,,9.2,27.8,1011.7,,6
04/04/2021,7.6,5.1,10.8,86,4.8,,5.4,24.1,1014.5,,8
05/04/2021,7.2,2.7,12.6,78,4.5,,6.9,33.3,1014.6,,5
06/04/2021,9.7,-2.1,17.6,70,0,,5.6,24.1,1004.7,,2
07/04/2021,5.3,2.3,10.5,83,0,,7.5,29.6,1005.5,,7
08/04/2021,4.9,-1.3,11.6,69,2.9,,4.5,25.9,1019.3,,5
09/04/2021,6.3,-4.3,12.7,60,0,,5,24.1,1027.8,,2
10/04/2021,8.2,-3.6,16,56,0,,5,25.9,1026,,0
11/04/2021,9.1,-2.4,17.4,55,0,,4.8,24.1,1025.5,,0
12/04/2021,11.9,-2.1,21.3,58,0,,4.4,24.1,1021.9,,0
13/04/2021,14.2,1,22.1,56,0,,4.5,20.4,1015.9,,4
14/04/2021,8.2,6.7,17.6,84,3.2,1,8.7,27.8,1012.6,,8
15/04/2021,8.4,3.5,14.8,68,6.5,,10.5,31.5,1016,,6
16/04/2021,7.9,1.5,14,59,0,,9.5,35.2,1018.2,,4
17/04/2021,8.7,-1.4,14.8,66,0,,3.8,18.5,1019,,5
18/04/2021,8.4,7.2,11.3,74,0,,7.4,27.8,1017.2,,8
19/04/2021,10,6.4,14.5,74,0.4,,3.5,14.8,1015.2,,8
20/04/2021,10,7.9,14.6,88,7.6,,5.9,25.9,1011.2,,8
21/04/2021,11.3,4.3,17.9,80,3.1,,5.2,29.6,1015.6,,5
22/04/2021,13.5,1.4,20.8,72,0.2,,7.4,33.3,1018.8,,2
23/04/2021,13,8.2,20.1,69,0,,9.8,29.6,1018.1,,6
24/04/2021,11,6,17,71,0.1,,6.4,22.2,1022.4,,6
25/04/2021,11.7,2.8,18.8,70,0,,5.1,18.5,1019.5,,3
26/04/2021,13.1,2.1,21.9,62,0,,9.3,33.3,1015.7,,2
27/04/2021,10.8,8.8,15.6,73,0,,8.1,29.6,1013.5,,7
28/04/2021,7.3,5.9,9.2,86,0.6,,13.2,37,1017.3,,8
29/04/2021,10.9,7.6,14.8,88,1.4,,4.6,25.9,1016.1,,7
30/04/2021,16.7,5.2,25.3,77,0,,9.2,35.2,1013.9,,3
01/05/2021,20.2,8.9,28.2,74,0,,3.5,22.2,1012.6,,6
02/05/2021,22.8,13.6,29.5,67,0,,6.9,33.3,1007.7,,6
03/05/2021,19.8,12,25.9,60,0,,10.4,40.8,1010.9,,5
04/05/2021,15.4,8.4,21.7,62,0,,6.8,20.4,1017.8,,2
05/05/2021,14,5.4,21.6,81,0,,4.2,16.7,1011.5,,4
06/05/2021,17.5,8.3,24.3,66,1.1,,8,33.3,1010.4,,2
07/05/2021,18.4,6.8,26.7,65,0,,6.3,27.8,1011.2,,3
08/05/2021,14.7,10.6,19.3,73,0,,5.8,25.9,1013,,4
09/05/2021,13.6,1.9,19.9,58,1.8,,5.6,20.4,1025.6,,0
10/05/2021,14.6,2.8,22.8,55,0,,5.1,24.1,1023.8,,0
11/05/2021,14.8,4.4,23,56,0,,6.4,25.9,1019.1,,0
12/05/2021,17.2,4.3,25.5,62,0,,7.5,31.5,1010.8,,1
13/05/2021,15,11,20.2,84,2.4,,6,25.9,1007.5,,7
14/05/2021,17.2,8.7,23.4,72,0.4,,9.5,38.9,1008.6,,3
15/05/2021,18.3,7.1,26.5,68,0,,4.6,29.6,1010.6,,4
16/05/2021,16.6,12.7,22,89,2.8,,4.8,22.2,1008.2,,7
17/05/2021,17.4,9.9,24,76,0.6,,6.8,37,1006,,3
18/05/2021,16.9,12.2,22,62,0,,17.6,57.4,1005,,4
19/05/2021,18.3,11,25,51,0,,11.1,33.3,1009,,3
20/05/2021,12.9,12,16.9,96,22,,5.4,22.2,1008.5,,8
21/05/2021,15.8,9.7,22.4,79,6.8,,5,20.4,1014.5,,6
22/05/2021,17.4,6.2,24.6,74,0,,4.6,27.8,1017.2,,3
23/05/2021,20.6,9.1,28.3,67,0,,5,22.2,1015.6,,5
24/05/2021,20.8,12.5,26.7,68,0,,6,20.4,1019.2,,4
25/05/2021,18.1,12.9,24,76,0,,6.8,24.1,1020.7,,4
26/05/2021,19.3,13.3,26.7,81,3,,6.6,29.6,1016.3,,3
27/05/2021,19.8,14.2,25.6,81,23,,7.2,24.1,1015.1,,6
28/05/2021,17.2,15.5,20.4,90,2,,5.1,16.7,1012,,8
29/05/2021,18.3,14.5,24.7,87,5.5,,5.3,22.2,1013.5,,6
30/05/2021,15.4,10.9,21.7,90,9.6,,4.2,31.5,1014.4,,6
31/05/2021,14.3,11.9,18.7,88,12.1,,4.4,16.7,1014.5,,8
01/06/2021,11.6,10.5,14.7,98,6.3,,4.6,18.5,1012.8,,8
02/06/2021,14.3,9.7,19.3,84,34.3,,7.2,24.1,1017.5,,8
03/06/2021,15.6,11.3,21.2,81,0.1,,5.1,18.5,1020.6,,8
04/06/2021,19.1,14.6,24.9,67,0,,5.4,18.5,1022.7,,7
05/06/2021,20.3,11.8,26.1,69,0,,3.5,20.4,1020.3,,4
06/06/2021,18.7,11.8,24.9,78,0,,4.8,22.2,1016.1,,5
07/06/2021,19.3,10.1,27.2,78,0.1,,3.9,18.5,1016.3,,3
08/06/2021,20.1,11.7,27,80,0.5,,3.6,20.4,1015,,4
09/06/2021,20.2,11.3,27.7,77,0.3,,3.5,22.2,1013.6,,3
10/06/2021,19.7,12.9,27,80,0.1,,3.5,20.4,1013.1,,6
11/06/2021,19.9,12.5,27.3,80,4,,4.2,18.5,1013.6,,6
12/06/2021,18.6,14.9,26,90,0.6,,3.8,22.2,1014.5,,7
13/06/2021,16.8,12.8,21.2,92,9.1,,6.9,27.8,1011.7,,5
14/06/2021,16.7,11.2,21.8,76,5.7,,5.2,20.4,1013.4,,5
15/06/2021,16.8,11.1,23.1,85,0.8,,5.1,22.2,1012.6,,7
16/06/2021,19.4,14.2,26.4,87,2.9,,4.2,24.1,1011.7,,7
17/06/2021,21.2,14.2,27.3,83,11.1,,2.8,18.5,1016.2,,6
18/06/2021,19.7,17.8,22.2,92,1.8,,5.4,20.4,1014.8,,8
19/06/2021,18.8,16.9,23.9,93,28.8,,8.7,31.5,1013.6,,7
20/06/2021,19.5,15.7,23.8,92,11.3,,4.4,20.4,1013,,7
21/06/2021,21.8,15.3,28.6,85,1,,3,18.5,1011.7,,5
22/06/2021,24.2,15.3,31.1,80,1.5,,3.6,18.5,1011.7,,4
23/06/2021,25.6,16.7,32.4,81,0.5,,3.2,18.5,1013.9,,3
24/06/2021,27.6,18.6,34.3,75,0.1,,2.8,16.7,1015.7,,1
25/06/2021,28.4,20.1,34.2,76,0,,3.9,18.5,1013.2,,2
26/06/2021,26,20,32.4,76,0.7,,5.6,20.4,1011.8,,6
27/06/2021,24.6,18.6,30.3,75,10.8,,5.2,18.5,1013.3,,5
28/06/2021,24.6,17,31.1,79,0,,3.2,16.7,1016.4,,3
29/06/2021,26.4,18.1,33.2,76,1.8,,3.3,18.5,1014.9,,2
30/06/2021,28.6,17.8,35.5,71,0,,2.8,20.4,1011.5,,1
01/07/2021,25.1,19.6,31.3,72,7.8,,7.7,24.1,1008.8,,4
02/07/2021,22.8,17.3,27.6,74,0,,6.1,22.2,1009,,4
03/07/2021,20.4,15.8,26.4,82,2.5,,4.8,22.2,1009.5,,6
04/07/2021,21.8,12.6,28.4,76,8.9,,3.8,22.2,1009.3,,3
05/07/2021,22.5,13.6,29.6,75,0,,4.1,18.5,1008,,4
06/07/2021,25.3,17.7,31.4,71,0,,5.6,22.2,1009.8,,5
07/07/2021,25.1,17.4,31.8,76,0.2,,5.6,24.1,1015,,3
08/07/2021,25.2,20.1,30,72,0.3,,8.7,31.5,1019.8,,3
09/07/2021,26.1,17.2,32.4,70,0,,5,22.2,1019.9,,1
